from,end_of_year,total_days,rolling_12_months_avg_rate
ZAR,2018.04.30,365,0.06580047262821918
ZAR,2018.05.31,365,0.0657379503589041
ZAR,2018.06.30,365,0.06536903028219178
ZAR,2018.07.31,365,0.06517124047260274
ZAR,2018.08.31,365,0.06498470317890412
ZAR,2018.09.30,365,0.06451853210219177
ZAR,2018.10.31,365,0.06432310439917809
ZAR,2018.11.30,365,0.06448149271972603
ZAR,2018.12.31,365,0.06424280422794522
ZAR,2019.01.31,365,0.06389599745232878
ZAR,2019.02.28,365,0.06354871651315068
ZAR,2019.03.31,365,0.06295710226191781
ZAR,2019.04.30,365,0.06258962509479452
ZAR,2019.05.31,365,0.06212708696191781
ZAR,2019.06.30,365,0.06180873394
ZAR,2019.07.31,365,0.0617718626419178
ZAR,2019.08.31,365,0.06156897716273971
ZAR,2019.09.30,365,0.06180297865041095
ZAR,2019.10.31,365,0.061878682578356166
ZAR,2019.11.30,365,0.061774780150958906
ZAR,2019.12.31,365,0.06184939905342466
ZAR,2020.01.31,365,0.061806384098904106
ZAR,2020.02.29,366,0.061575328556830594
ZAR,2020.03.31,366,0.060974709849999996
ZAR,2020.04.30,366,0.0598737481942623
ZAR,2020.05.31,366,0.05888566827131147
ZAR,2020.06.30,366,0.058161916386065576
ZAR,2020.07.31,366,0.05720733799371585
ZAR,2020.08.31,366,0.056345557948907096
ZAR,2020.09.30,366,0.05549792361284153
ZAR,2020.10.31,366,0.05472474675163935
ZAR,2020.11.30,366,0.05417421568606558
ZAR,2020.12.31,366,0.05355662184508196
ZAR,2021.01.31,366,0.05285965224999999
ZAR,2021.02.28,365,0.05245414671287671
ZAR,2021.03.31,365,0.05258937489589042
ZAR,2021.04.30,365,0.05328556461095891
ZAR,2021.05.31,365,0.05397613208520549
ZAR,2021.06.30,365,0.054617711600273976
ZAR,2021.07.31,365,0.05514701424630137
ZAR,2021.08.31,365,0.055852273164109595
ZAR,2021.09.30,365,0.056479632227123294
ZAR,2021.10.31,365,0.05701964595917809
ZAR,2021.11.30,365,0.05719006281671232
ZAR,2021.12.31,365,0.05723503331068493
ZAR,2022.01.31,365,0.05744767382739726
ZAR,2022.02.28,365,0.05759585509753424
ZAR,2022.03.31,365,0.05798748783917807
ZAR,2022.04.30,365,0.0582905609158904
ZAR,2022.05.31,365,0.058377039101917806
ZAR,2022.06.30,365,0.05838921710465754
ZAR,2022.07.31,365,0.058388771333150694
ZAR,2022.08.31,365,0.058536798371506854
ZAR,2022.09.30,365,0.05846684428931506
ZAR,2022.10.31,365,0.058309978437534236
ZAR,2022.11.30,365,0.05828028350054793
ZAR,2022.12.31,365,0.058187540605205465
GBP,2010.12.31,365,1.1658982005838359
GBP,2011.01.31,365,1.1700387129
GBP,2011.02.28,365,1.1730308348693153
GBP,2011.03.31,365,1.1768365259950686
GBP,2011.04.30,365,1.1761681170032878
GBP,2011.05.31,365,1.1740912536071233
GBP,2011.06.30,365,1.1675938433742465
GBP,2011.07.31,365,1.1618201500065752
GBP,2011.08.31,365,1.1556721487271233
GBP,2011.09.30,365,1.1518657336449312
GBP,2011.10.31,365,1.152581235107123
GBP,2011.11.30,365,1.1523905266358903
GBP,2011.12.31,365,1.1526059633441093
GBP,2012.01.31,365,1.1544780367824656
GBP,2012.02.29,366,1.1556363611598361
GBP,2012.03.31,366,1.1593501723401638
GBP,2012.04.30,366,1.1661708254713117
GBP,2012.05.31,366,1.1747806446306013
GBP,2012.06.30,366,1.1839434145732244
GBP,2012.07.31,366,1.1957927757095628
GBP,2012.08.31,366,1.2065029265445357
GBP,2012.09.30,366,1.2151080671019125
GBP,2012.10.31,366,1.2226828974262294
GBP,2012.11.30,366,1.22914016352459
GBP,2012.12.31,366,1.2330748910297815
GBP,2013.01.31,366,1.2331077339967214
GBP,2013.02.28,365,1.2305406049805478
GBP,2013.03.31,365,1.2276447491786302
GBP,2013.04.30,365,1.2243933250635617
GBP,2013.05.31,365,1.21894019185863
GBP,2013.06.30,365,1.2135481157545207
GBP,2013.07.31,365,1.2043727786279452
GBP,2013.08.31,365,1.195465724410685
GBP,2013.09.30,365,1.1901561344736986
GBP,2013.10.31,365,1.185099486699452
GBP,2013.11.30,365,1.180870483209041
GBP,2013.12.31,365,1.1778900507610959
GBP,2014.01.31,365,1.1783604532712328
GBP,2014.02.28,365,1.1824277828273972
GBP,2014.03.31,365,1.1857534675750685
GBP,2014.04.30,365,1.1887378953230137
GBP,2014.05.31,365,1.1927296152490412
GBP,2014.06.30,365,1.1984462979695893
GBP,2014.07.31,365,1.2070046467673974
GBP,2014.08.31,365,1.214733185170137
GBP,2014.09.30,365,1.2210565670139726
GBP,2014.10.31,365,1.2285847365939728
GBP,2014.11.30,365,1.2345172838706848
GBP,2014.12.31,365,1.240823543207671
GBP,2015.01.31,365,1.248881334309041
GBP,2015.02.28,365,1.2593944516032878
GBP,2015.03.31,365,1.2747258486249315
GBP,2015.04.30,365,1.2887734538221918
GBP,2015.05.31,365,1.3021753016049313
GBP,2015.06.30,365,1.314116234128219
GBP,2015.07.31,365,1.3271052085808217
GBP,2015.08.31,365,1.339551051729041
GBP,2015.09.30,365,1.3478417756852055
GBP,2015.10.31,365,1.356092926220548
GBP,2015.11.30,365,1.3684105719493151
GBP,2015.12.31,365,1.3775709867545205
GBP,2016.01.31,365,1.3796201786164384
GBP,2016.02.29,366,1.3747616813540984
GBP,2016.03.31,366,1.366078356493989
GBP,2016.04.30,366,1.3560629488710383
GBP,2016.05.31,366,1.34766123403306
GBP,2016.06.30,366,1.337630113147814
GBP,2016.07.31,366,1.3186255646893443
GBP,2016.08.31,366,1.2990096902256831
GBP,2016.09.30,366,1.2833653070535518
GBP,2016.10.31,366,1.2626120725311476
GBP,2016.11.30,366,1.241089134572131
GBP,2016.12.31,366,1.2247815476346995
GBP,2017.01.31,366,1.2107331280554645
GBP,2017.02.28,365,1.2015230712441094
GBP,2017.03.31,365,1.1907321792328767
GBP,2017.04.30,365,1.1840412977589039
GBP,2017.05.31,365,1.1742690683126025
GBP,2017.06.30,365,1.1638640055071232
GBP,2017.07.31,365,1.1586816003471232
GBP,2017.08.31,365,1.1525822898504108
GBP,2017.09.30,365,1.1478234431435614
GBP,2017.10.31,365,1.148025344249589
GBP,2017.11.30,365,1.1458473923893149
GBP,2017.12.31,365,1.1414077686915067
GBP,2018.01.31,365,1.1388878705789043
GBP,2018.02.28,365,1.135783249020548
GBP,2018.03.31,365,1.1339617884583562
GBP,2018.04.30,365,1.1311586533980822
GBP,2018.05.31,365,1.1285766360671232
GBP,2018.06.30,365,1.128492189889041
GBP,2018.07.31,365,1.1283573903128767
GBP,2018.08.31,365,1.1299072695232877
GBP,2018.09.30,365,1.1301212147534248
GBP,2018.10.31,365,1.1309321241342465
GBP,2018.11.30,365,1.1316692536575343
GBP,2018.12.31,365,1.1301274459723287
GBP,2019.01.31,365,1.1298704422304109
GBP,2019.02.28,365,1.1308972867213698
GBP,2019.03.31,365,1.1337270458690412
GBP,2019.04.30,365,1.134848877901918
GBP,2019.05.31,365,1.1357618443276711
GBP,2019.06.30,365,1.1344057461331507
GBP,2019.07.31,365,1.1331801967279453
GBP,2019.08.31,365,1.131133986259178
GBP,2019.09.30,365,1.1312915531961645
GBP,2019.10.31,365,1.1322421946183563
GBP,2019.11.30,365,1.1347115105553425
GBP,2019.12.31,365,1.1402751567389042
GBP,2020.01.31,365,1.1443838951506853
GBP,2020.02.29,366,1.1478411726994537
GBP,2020.03.31,366,1.1438975855297815
GBP,2020.04.30,366,1.14245739625929
GBP,2020.05.31,366,1.1404917096702187
GBP,2020.06.30,366,1.1396798319325137
GBP,2020.07.31,366,1.139056456938798
GBP,2020.08.31,366,1.1406747537333335
GBP,2020.09.30,366,1.1389149224218578
GBP,2020.10.31,366,1.1354303783480875
GBP,2020.11.30,366,1.1313671210775957
GBP,2020.12.31,366,1.1249453952377049
GBP,2021.01.31,366,1.1201425989904372
GBP,2021.02.28,365,1.1166802901734247
GBP,2021.03.31,365,1.1204939872487674
GBP,2021.04.30,365,1.1218270105775343
GBP,2021.05.31,365,1.1245271886975343
GBP,2021.06.30,365,1.1287915283249315
GBP,2021.07.31,365,1.1341220068873974
GBP,2021.08.31,365,1.1393783257210959
GBP,2021.09.30,365,1.1449737673621918
GBP,2021.10.31,365,1.1514846238454794
GBP,2021.11.30,365,1.1567188904317809
GBP,2021.12.31,365,1.1628985463547945
GBP,2022.01.31,365,1.1693893564035616
GBP,2022.02.28,365,1.173001421248493
GBP,2022.03.31,365,1.1757647742090411
GBP,2022.04.30,365,1.1789568712939729
GBP,2022.05.31,365,1.1806088584572603
GBP,2022.06.30,365,1.1807674762161644
GBP,2022.07.31,365,1.181534758107945
GBP,2022.08.31,365,1.1824794462731507
GBP,2022.09.30,365,1.1805190127252054
GBP,2022.10.31,365,1.1778386787498631
GBP,2022.11.30,365,1.1754505696978081
GBP,2022.12.31,365,1.1731835583147945
INR,2010.12.31,365,0.01653334489890411
INR,2011.01.31,365,0.016641410601643838
INR,2011.02.28,365,0.016667813995616444
INR,2011.03.31,365,0.01664163445315069
INR,2011.04.30,365,0.0165509042860274
INR,2011.05.31,365,0.016397315694794527
INR,2011.06.30,365,0.016222589727671235
INR,2011.07.31,365,0.016134683078630137
INR,2011.08.31,365,0.016026606402739726
INR,2011.09.30,365,0.015913645652054796
INR,2011.10.31,365,0.015795271701917808
INR,2011.11.30,365,0.015653810737534246
INR,2011.12.31,365,0.0154589082339726
INR,2012.01.31,365,0.015341133042465753
INR,2012.02.29,366,0.015282276293715846
INR,2012.03.31,366,0.015212001978688527
INR,2012.04.30,366,0.015136491519672132
INR,2012.05.31,366,0.015036795189344263
INR,2012.06.30,366,0.014934583246721308
INR,2012.07.31,366,0.014846099743442621
INR,2012.08.31,366,0.014772886408196718
INR,2012.09.30,366,0.014687867055737703
INR,2012.10.31,366,0.014662535100819673
INR,2012.11.30,366,0.014634053592622953
INR,2012.12.31,366,0.01458981765983607
INR,2013.01.31,366,0.014482330284153008
INR,2013.02.28,365,0.014367201691506848
INR,2013.03.31,365,0.014292251590136985
INR,2013.04.30,365,0.01424482140931507
INR,2013.05.31,365,0.014215673841917808
INR,2013.06.30,365,0.01411798131589041
INR,2013.07.31,365,0.013958481296438357
INR,2013.08.31,365,0.013744279084657536
INR,2013.09.30,365,0.013534757383287672
INR,2013.10.31,365,0.013312113404383562
INR,2013.11.30,365,0.01311550493589041
INR,2013.12.31,365,0.01293198393369863
INR,2014.01.31,365,0.012759823972876711
INR,2014.02.28,365,0.012597534308219178
INR,2014.03.31,365,0.012400134104931506
INR,2014.04.30,365,0.012225635225479451
INR,2014.05.31,365,0.012075755126027396
INR,2014.06.30,365,0.01201538731780822
INR,2014.07.31,365,0.011972197998904109
INR,2014.08.31,365,0.012000249287397258
INR,2014.09.30,365,0.01208412997780822
INR,2014.10.31,365,0.012164095785753426
INR,2014.11.30,365,0.01226005685150685
INR,2014.12.31,365,0.012355851684109591
INR,2015.01.31,365,0.012525704370136987
INR,2015.02.28,365,0.012711126039178082
INR,2015.03.31,365,0.01295963082109589
INR,2015.04.30,365,0.013188823990958904
INR,2015.05.31,365,0.0133403847830137
INR,2015.06.30,365,0.013476222128219176
INR,2015.07.31,365,0.013645671440547943
INR,2015.08.31,365,0.013771794940547942
INR,2015.09.30,365,0.013828499140547944
INR,2015.10.31,365,0.013899924338082193
INR,2015.11.30,365,0.013989172538082194
INR,2015.12.31,365,0.01406263600684932
INR,2016.01.31,365,0.014050416562739726
INR,2016.02.29,366,0.013970479684699453
INR,2016.03.31,366,0.013856354548360659
INR,2016.04.30,366,0.013731607827049179
INR,2016.05.31,366,0.013660434639071038
INR,2016.06.30,366,0.01359937790956284
INR,2016.07.31,366,0.013529349824316939
INR,2016.08.31,366,0.013488220896174864
INR,2016.09.30,366,0.013483129060109289
INR,2016.10.31,366,0.013472311313661204
INR,2016.11.30,366,0.013439886936612022
INR,2016.12.31,366,0.013456343633879781
INR,2017.01.31,366,0.013468411772950818
INR,2017.02.28,365,0.013532443899452054
INR,2017.03.31,365,0.013596595664657533
INR,2017.04.30,365,0.013694892119452053
INR,2017.05.31,365,0.013765104571506847
INR,2017.06.30,365,0.01381404528109589
INR,2017.07.31,365,0.013814547413150684
INR,2017.08.31,365,0.01380471828136986
INR,2017.09.30,365,0.013777285623835615
INR,2017.10.31,365,0.013734204286849315
INR,2017.11.30,365,0.013688841870410957
INR,2017.12.31,365,0.013617275627123285
INR,2018.01.31,365,0.013538020831780823
INR,2018.02.28,365,0.013426854349589042
INR,2018.03.31,365,0.013281007655890412
INR,2018.04.30,365,0.013111444491506852
INR,2018.05.31,365,0.012981783144109587
INR,2018.06.30,365,0.01288431861808219
INR,2018.07.31,365,0.012798197399178082
INR,2018.08.31,365,0.012734663128493149
INR,2018.09.30,365,0.012641823016164384
INR,2018.10.31,365,0.012535755395068493
INR,2018.11.30,365,0.012460870282739728
INR,2018.12.31,365,0.012399507277534246
INR,2019.01.31,365,0.012357516155342464
INR,2019.02.28,365,0.012342124609041098
INR,2019.03.31,365,0.012361923408767123
INR,2019.04.30,365,0.012396226370410959
INR,2019.05.31,365,0.012420119115068493
INR,2019.06.30,365,0.012428593917808217
INR,2019.07.31,365,0.012471387014246575
INR,2019.08.31,365,0.012484695738904109
INR,2019.09.30,365,0.012551151106027397
INR,2019.10.31,365,0.01262928108547945
INR,2019.11.30,365,0.012664339332054794
INR,2019.12.31,365,0.012683019524383561
INR,2020.01.31,365,0.012702524044931508
INR,2020.02.29,366,0.012735375653825137
INR,2020.03.31,366,0.012686307380054645
INR,2020.04.30,366,0.012622879470218578
INR,2020.05.31,366,0.012562617452185792
INR,2020.06.30,366,0.012479234296448087
INR,2020.07.31,366,0.01236949830273224
INR,2020.08.31,366,0.01225901953715847
INR,2020.09.30,366,0.012161600266666666
INR,2020.10.31,366,0.012060930273770493
INR,2020.11.30,366,0.011956150609836064
INR,2020.12.31,366,0.011829420517759563
INR,2021.01.31,366,0.01171144174262295
INR,2021.02.28,365,0.01159820095479452
INR,2021.03.31,365,0.011548253143287673
INR,2021.04.30,365,0.011481936556986302
INR,2021.05.31,365,0.011410155063287672
INR,2021.06.30,365,0.011374123098904109
INR,2021.07.31,365,0.011347398330136987
INR,2021.08.31,365,0.011358197643013697
INR,2021.09.30,365,0.01135958068410959
INR,2021.10.31,365,0.011356128829863013
INR,2021.11.30,365,0.011388340651780822
INR,2021.12.31,365,0.011437508732602738
INR,2022.01.31,365,0.011490563525479454
INR,2022.02.28,365,0.011521866911780825
INR,2022.03.31,365,0.01155438787369863
INR,2022.04.30,365,0.011626586794246576
INR,2022.05.31,365,0.011711195680273975
INR,2022.06.30,365,0.011779842789863016
INR,2022.07.31,365,0.011863045422465756
INR,2022.08.31,365,0.011944705197808218
INR,2022.09.30,365,0.012029960882739724
INR,2022.10.31,365,0.012102235531232878
INR,2022.11.30,365,0.012121937731232877
INR,2022.12.31,365,0.012099615930684931
DKK,2010.12.31,365,0.13429034987013702
DKK,2011.01.31,365,0.1342732564021918
DKK,2011.02.28,365,0.1342545776942466
DKK,2011.03.31,365,0.13422928025041098
DKK,2011.04.30,365,0.1342058469134247
DKK,2011.05.31,365,0.13418419057671233
DKK,2011.06.30,365,0.13415607007260277
DKK,2011.07.31,365,0.13414789624739726
DKK,2011.08.31,365,0.1341470175460274
DKK,2011.09.30,365,0.13414791824465755
DKK,2011.10.31,365,0.13417119103178082
DKK,2011.11.30,365,0.13419032845095888
DKK,2011.12.31,365,0.13422037832219177
DKK,2012.01.31,365,0.13424650155506848
DKK,2012.02.29,366,0.1342772475887978
DKK,2012.03.31,366,0.1343098925284153
DKK,2012.04.30,366,0.13433776739726774
DKK,2012.05.31,366,0.13437015197076504
DKK,2012.06.30,366,0.1344044215691257
DKK,2012.07.31,366,0.1344331271964481
DKK,2012.08.31,366,0.13443882348032787
DKK,2012.09.30,366,0.13442711645573768
DKK,2012.10.31,366,0.1344051071079235
DKK,2012.11.30,366,0.13437907242759564
DKK,2012.12.31,366,0.13433830652131148
DKK,2013.01.31,366,0.13429776990491804
DKK,2013.02.28,365,0.13426154036191784
DKK,2013.03.31,365,0.1342315768320548
DKK,2013.04.30,365,0.13421249948684932
DKK,2013.05.31,365,0.13418215593945207
DKK,2013.06.30,365,0.13414633167369863
DKK,2013.07.31,365,0.1341165566663014
DKK,2013.08.31,365,0.13409815088767124
DKK,2013.09.30,365,0.13409155461095892
DKK,2013.10.31,365,0.13408978218383563
DKK,2013.11.30,365,0.13408910701945206
DKK,2013.12.31,365,0.13408946430931507
DKK,2014.01.31,365,0.13408957324246576
DKK,2014.02.28,365,0.13408655054657534
DKK,2014.03.31,365,0.13407350019205477
DKK,2014.04.30,365,0.1340542622441096
DKK,2014.05.31,365,0.13403821730657534
DKK,2014.06.30,365,0.1340358961860274
DKK,2014.07.31,365,0.13403835060465755
DKK,2014.08.31,365,0.13404251563726027
DKK,2014.09.30,365,0.13406267004
DKK,2014.10.31,365,0.13408440742684932
DKK,2014.11.30,365,0.13411087780767122
DKK,2014.12.31,365,0.13414155685150683
DKK,2015.01.31,365,0.13417353791232875
DKK,2015.02.28,365,0.1341923819660274
DKK,2015.03.31,365,0.1342018182810959
DKK,2015.04.30,365,0.13420087716054793
DKK,2015.05.31,365,0.13420481474657533
DKK,2015.06.30,365,0.13420272145342466
DKK,2015.07.31,365,0.1341945104452055
DKK,2015.08.31,365,0.13418270094
DKK,2015.09.30,365,0.13415833952630135
DKK,2015.10.31,365,0.1341340789942466
DKK,2015.11.30,365,0.13410518983260275
DKK,2015.12.31,365,0.13405774716082194
DKK,2016.01.31,365,0.13402427085534246
DKK,2016.02.29,366,0.13400418068087436
DKK,2016.03.31,366,0.13400494507650276
DKK,2016.04.30,366,0.13403982574043719
DKK,2016.05.31,366,0.13407494935874317
DKK,2016.06.30,366,0.1341079485718579
DKK,2016.07.31,366,0.13414092991229506
DKK,2016.08.31,366,0.13417538864836068
DKK,2016.09.30,366,0.13419579430409836
DKK,2016.10.31,366,0.13422642874125681
DKK,2016.11.30,366,0.134255748118306
DKK,2016.12.31,366,0.13430927008415297
DKK,2017.01.31,366,0.13434976574836063
DKK,2017.02.28,365,0.13438812821835616
DKK,2017.03.31,365,0.13442050756547944
DKK,2017.04.30,365,0.13442953017643838
DKK,2017.05.31,365,0.13443688043780824
DKK,2017.06.30,365,0.1344422844980822
DKK,2017.07.31,365,0.13443769320273974
DKK,2017.08.31,365,0.13442208244356166
DKK,2017.09.30,365,0.13443141277232878
DKK,2017.10.31,365,0.13441712492328767
DKK,2017.11.30,365,0.1344144628630137
DKK,2017.12.31,365,0.13440264758246576
DKK,2018.01.31,365,0.13438757243534247
DKK,2018.02.28,365,0.1343728003641096
DKK,2018.03.31,365,0.1343531275517808
DKK,2018.04.30,365,0.13433436466410958
DKK,2018.05.31,365,0.13431013436767122
DKK,2018.06.30,365,0.13428725735397262
DKK,2018.07.31,365,0.13427135701232878
DKK,2018.08.31,365,0.1342620329512329
DKK,2018.09.30,365,0.13423501667726026
DKK,2018.10.31,365,0.13421553275260273
DKK,2018.11.30,365,0.13418896042931505
DKK,2018.12.31,365,0.13415661824821917
DKK,2019.01.31,365,0.1341238475536986
DKK,2019.02.28,365,0.13410104176849313
DKK,2019.03.31,365,0.13408675459890412
DKK,2019.04.30,365,0.134061138979726
DKK,2019.05.31,365,0.13403353403178084
DKK,2019.06.30,365,0.13400370095506853
DKK,2019.07.31,365,0.13398211964684933
DKK,2019.08.31,365,0.13396881142328768
DKK,2019.09.30,365,0.13395698529178082
DKK,2019.10.31,365,0.13394696942958906
DKK,2019.11.30,365,0.1339289548323288
DKK,2019.12.31,365,0.13391930802301372
DKK,2020.01.31,365,0.13390954125643836
DKK,2020.02.29,366,0.13389772918770496
DKK,2020.03.31,366,0.13387335006775958
DKK,2020.04.30,366,0.1338803970349727
DKK,2020.05.31,366,0.13388423062540986
DKK,2020.06.30,366,0.1339065137811475
DKK,2020.07.31,366,0.1339389022592896
DKK,2020.08.31,366,0.1339677710601093
DKK,2020.09.30,366,0.13400535270765027
DKK,2020.10.31,366,0.1340455221603825
DKK,2020.11.30,366,0.13408243339808743
DKK,2020.12.31,366,0.1341276760770492
DKK,2021.01.31,366,0.13418343099153007
DKK,2021.02.28,365,0.13423202427726028
DKK,2021.03.31,365,0.1342870191690411
DKK,2021.04.30,365,0.13432344917178082
DKK,2021.05.31,365,0.13436743485945205
DKK,2021.06.30,365,0.1343944637580822
DKK,2021.07.31,365,0.13440859454328768
DKK,2021.08.31,365,0.13442269481260277
DKK,2021.09.30,365,0.13443137362356167
DKK,2021.10.31,365,0.1344362325210959
DKK,2021.11.30,365,0.13445210485534248
DKK,2021.12.31,365,0.1344598543032877
DKK,2022.01.31,365,0.13445312473835613
DKK,2022.02.28,365,0.13444776154164384
DKK,2022.03.31,365,0.13444348546958904
DKK,2022.04.30,365,0.13444188110246574
DKK,2022.05.31,365,0.1344358478230137
DKK,2022.06.30,365,0.1344324927627397
DKK,2022.07.31,365,0.13442446497726027
DKK,2022.08.31,365,0.1344209323531507
DKK,2022.09.30,365,0.13441454541890413
DKK,2022.10.31,365,0.13441665872712333
DKK,2022.11.30,365,0.13441009597643835
DKK,2022.12.31,365,0.13440493948739723
COP,2010.12.31,365,0.0003983434353424658
COP,2011.01.31,365,0.00040237296821917813
COP,2011.02.28,365,0.0004034746109589042
COP,2011.03.31,365,0.000402931873150685
COP,2011.04.30,365,0.00040274478000000005
COP,2011.05.31,365,0.00040164652219178094
COP,2011.06.30,365,0.0003987298400000001
COP,2011.07.31,365,0.00039692464630136984
COP,2011.08.31,365,0.00039398906520547944
COP,2011.09.30,365,0.0003916601035616438
COP,2011.10.31,365,0.0003903438435616438
COP,2011.11.30,365,0.0003896656134246576
COP,2011.12.31,365,0.0003895081673972603
COP,2012.01.31,365,0.00039108460657534246
COP,2012.02.29,366,0.0003938429740437159
COP,2012.03.31,366,0.00039801473551912567
COP,2012.04.30,366,0.0004017994240437159
COP,2012.05.31,366,0.0004058490150273224
COP,2012.06.30,366,0.0004103894822404372
COP,2012.07.31,366,0.00041540684918032784
COP,2012.08.31,366,0.0004201964338797814
COP,2012.09.30,366,0.00042309598306010924
COP,2012.10.31,366,0.0004268505319672131
COP,2012.11.30,366,0.00043042738442622945
COP,2012.12.31,366,0.0004331943122950819
COP,2013.01.31,366,0.00043369265846994535
COP,2013.02.28,365,0.00043320799863013693
COP,2013.03.31,365,0.0004329455517808219
COP,2013.04.30,365,0.0004322544421917808
COP,2013.05.31,365,0.00043066660520547944
COP,2013.06.30,365,0.00042678419424657535
COP,2013.07.31,365,0.0004222018252054795
COP,2013.08.31,365,0.0004177089060273973
COP,2013.09.30,365,0.00041427595260273977
COP,2013.10.31,365,0.00041101699479452057
COP,2013.11.30,365,0.00040754277287671233
COP,2013.12.31,365,0.0004034988441095891
COP,2014.01.31,365,0.00039919290164383564
COP,2014.02.28,365,0.00039474120849315074
COP,2014.03.31,365,0.0003890282991780822
COP,2014.04.30,365,0.0003852522197260274
COP,2014.05.31,365,0.00038209227506849316
COP,2014.06.30,365,0.0003814097873972604
COP,2014.07.31,365,0.00038098725315068493
COP,2014.08.31,365,0.0003810469175342466
COP,2014.09.30,365,0.00038127753123287677
COP,2014.10.31,365,0.00038097120876712324
COP,2014.11.30,365,0.0003802298471232877
COP,2014.12.31,365,0.0003775984736986301
COP,2015.01.31,365,0.0003762164342465753
COP,2015.02.28,365,0.00037657466547945205
COP,2015.03.31,365,0.00037653058602739727
COP,2015.04.30,365,0.00037619829287671236
COP,2015.05.31,365,0.00037519042767123297
COP,2015.06.30,365,0.00037179308794520546
COP,2015.07.31,365,0.0003663741860273972
COP,2015.08.31,365,0.00035816322027397267
COP,2015.09.30,365,0.00034968919013698627
COP,2015.10.31,365,0.0003428069608219178
COP,2015.11.30,365,0.0003373489087671233
COP,2015.12.31,365,0.0003319219978082192
COP,2016.01.31,365,0.00032534969205479455
COP,2016.02.29,366,0.0003178694155737705
COP,2016.03.31,366,0.00031190806475409836
COP,2016.04.30,366,0.0003057104581967213
COP,2016.05.31,366,0.0002996081674863388
COP,2016.06.30,366,0.0002954492658469946
COP,2016.07.31,366,0.00029306979562841533
COP,2016.08.31,366,0.0002933887568306011
COP,2016.09.30,366,0.0002946660273224044
COP,2016.10.31,366,0.00029506955245901643
COP,2016.11.30,366,0.00029400693770491803
COP,2016.12.31,366,0.00029671464371584696
COP,2017.01.31,366,0.0003000146953551912
COP,2017.02.28,365,0.000304566504109589
COP,2017.03.31,365,0.00030717327287671227
COP,2017.04.30,365,0.00030968051671232874
COP,2017.05.31,365,0.0003108914446575342
COP,2017.06.30,365,0.00031118983369863006
COP,2017.07.31,365,0.00030953555479452054
COP,2017.08.31,365,0.00030803827178082187
COP,2017.09.30,365,0.0003066182197260274
COP,2017.10.31,365,0.0003048202876712329
COP,2017.11.30,365,0.0003036370794520548
COP,2017.12.31,365,0.0003008930698630137
COP,2018.01.31,365,0.00029802604547945203
COP,2018.02.28,365,0.0002946880619178082
COP,2018.03.31,365,0.0002918629936986301
COP,2018.04.30,365,0.00028933933616438355
COP,2018.05.31,365,0.00028812531671232875
COP,2018.06.30,365,0.00028771373315068495
COP,2018.07.31,365,0.00028861934931506857
COP,2018.08.31,365,0.00028927660027397266
COP,2018.09.30,365,0.0002888871509589041
COP,2018.10.31,365,0.0002883539339726028
COP,2018.11.30,365,0.00028772688465753427
COP,2018.12.31,365,0.00028692603150684933
COP,2019.01.31,365,0.0002861482797260274
COP,2019.02.28,365,0.0002861294238356165
COP,2019.03.31,365,0.0002859247473972603
COP,2019.04.30,365,0.00028493959671232875
COP,2019.05.31,365,0.00028279605287671227
COP,2019.06.30,365,0.00028077005835616437
COP,2019.07.31,365,0.0002791808539726027
COP,2019.08.31,365,0.00027666525068493147
COP,2019.09.30,365,0.00027532744794520547
COP,2019.10.31,365,0.00027378559287671226
COP,2019.11.30,365,0.0002730106969863013
COP,2019.12.31,365,0.00027246891041095885
COP,2020.01.31,365,0.0002720325323287671
COP,2020.02.29,366,0.00027093009426229503
COP,2020.03.31,366,0.0002668417363387978
COP,2020.04.30,366,0.00026271502322404374
COP,2020.05.31,366,0.0002599195516393443
COP,2020.06.30,366,0.0002573290516393443
COP,2020.07.31,366,0.00025405301229508196
COP,2020.08.31,366,0.00025072088497267756
COP,2020.09.30,366,0.0002473604505464481
COP,2020.10.31,366,0.0002438126106557377
COP,2020.11.30,366,0.00024082201229508196
COP,2020.12.31,366,0.0002383058964480875
COP,2021.01.31,366,0.0002352314672131148
COP,2021.02.28,365,0.00023236008767123288
COP,2021.03.31,365,0.00023218946876712329
COP,2021.04.30,365,0.00023198010164383564
COP,2021.05.31,365,0.00023054740904109592
COP,2021.06.30,365,0.00022931561726027396
COP,2021.07.31,365,0.00022776430082191776
COP,2021.08.31,365,0.00022734454383561642
COP,2021.09.30,365,0.00022703870821917804
COP,2021.10.31,365,0.0002276302306849315
COP,2021.11.30,365,0.0002272316663013699
COP,2021.12.31,365,0.0002260193794520548
COP,2022.01.31,365,0.00022474648547945208
COP,2022.02.28,365,0.00022410464876712334
COP,2022.03.31,365,0.00022464184054794522
COP,2022.04.30,365,0.00022582077479452054
COP,2022.05.31,365,0.00022709344794520544
COP,2022.06.30,365,0.000228393105479452
COP,2022.07.31,365,0.00022867564712328764
COP,2022.08.31,365,0.00022951571315068492
COP,2022.09.30,365,0.00022992724739726025
COP,2022.10.31,365,0.0002288004016438356
COP,2022.11.30,365,0.00022667382082191778
COP,2022.12.31,365,0.00022450735397260273
JPY,2010.12.31,365,0.008615412606027398
JPY,2011.01.31,365,0.008734496464657534
JPY,2011.02.28,365,0.00879254858849315
