from,to,end_of_month,average_rate,number_of_days
CNY,EUR,2012.03.31,0.1199082068,31
CNY,EUR,2012.04.30,0.1204401633,30
CNY,EUR,2012.05.31,0.1234705669,31
CNY,EUR,2012.06.30,0.1252379743,30
CNY,EUR,2012.07.31,0.1275492399,31
CNY,EUR,2012.08.31,0.1268809673,31
CNY,EUR,2012.09.30,0.1229645303,30
CNY,EUR,2012.10.31,0.1228728612,31
CNY,EUR,2012.11.30,0.1249493131,30
CNY,EUR,2012.12.31,0.1223337112,31
CNY,EUR,2013.01.31,0.1209370594,31
CNY,EUR,2013.02.28,0.1199779495,28
CNY,EUR,2013.03.31,0.1240118154,31
CNY,EUR,2013.04.30,0.1241408468,30
CNY,EUR,2013.05.31,0.1254099689,31
CNY,EUR,2013.06.30,0.1236784613,30
CNY,EUR,2013.07.31,0.1245608637,31
CNY,EUR,2013.08.31,0.1226267362,31
CNY,EUR,2013.09.30,0.1223725385,30
CNY,EUR,2013.10.31,0.1200944521,31
CNY,EUR,2013.11.30,0.1216111658,30
CNY,EUR,2013.12.31,0.1201714844,31
CNY,EUR,2014.01.31,0.1212753184,31
CNY,EUR,2014.02.28,0.1205882352,28
CNY,EUR,2014.03.31,0.117235603,31
CNY,EUR,2014.04.30,0.1163556892,30
CNY,EUR,2014.05.31,0.1166555687,31
CNY,EUR,2014.06.30,0.1180012293,30
CNY,EUR,2014.07.31,0.119043042,31
CNY,EUR,2014.08.31,0.1218995336,31
CNY,EUR,2014.09.30,0.1262087771,30
CNY,EUR,2014.10.31,0.1286976301,31
CNY,EUR,2014.11.30,0.1308710285,30
CNY,EUR,2014.12.31,0.1311804657,31
CNY,EUR,2015.01.31,0.1381814089,31
CNY,EUR,2015.02.28,0.1410038671,28
CNY,EUR,2015.03.31,0.1479215493,31
CNY,EUR,2015.04.30,0.1495158234,30
CNY,EUR,2015.05.31,0.1444211496,31
CNY,EUR,2015.06.30,0.143556715,30
CNY,EUR,2015.07.31,0.1463343769,31
CNY,EUR,2015.08.31,0.1420718354,31
CNY,EUR,2015.09.30,0.1397049164,30
CNY,EUR,2015.10.31,0.1403672116,31
CNY,EUR,2015.11.30,0.1462004943,30
CNY,EUR,2015.12.31,0.1423594472,31
CNY,EUR,2016.01.31,0.140241919,31
CNY,EUR,2016.02.29,0.137441896,29
CNY,EUR,2016.03.31,0.1381735388,31
CNY,EUR,2016.04.30,0.1361675386,30
CNY,EUR,2016.05.31,0.1355557861,31
CNY,EUR,2016.06.30,0.1350560125,30
CNY,EUR,2016.07.31,0.1353595925,31
CNY,EUR,2016.08.31,0.1342425556,31
CNY,EUR,2016.09.30,0.1337188276,30
CNY,EUR,2016.10.31,0.1346818841,31
CNY,EUR,2016.11.30,0.1354148778,30
CNY,EUR,2016.12.31,0.1370450355,31
CNY,EUR,2017.01.31,0.1364493791,31
CNY,EUR,2017.02.28,0.13663386,28
CNY,EUR,2017.03.31,0.1356893191,31
CNY,EUR,2017.04.30,0.1355851289,30
CNY,EUR,2017.05.31,0.1314041452,31
CNY,EUR,2017.06.30,0.1308213611,30
CNY,EUR,2017.07.31,0.1281651315,31
CNY,EUR,2017.08.31,0.1267722445,31
CNY,EUR,2017.09.30,0.1278435329,30
CNY,EUR,2017.10.31,0.1283267136,31
CNY,EUR,2017.11.30,0.1286463354,30
CNY,EUR,2017.12.31,0.1281044659,31
CNY,EUR,2018.01.31,0.1275488542,31
CNY,EUR,2018.02.28,0.1280737342,28
CNY,EUR,2018.03.31,0.1282711917,31
CNY,EUR,2018.04.30,0.1293143535,30
CNY,EUR,2018.05.31,0.1327092262,31
CNY,EUR,2018.06.30,0.1326447807,30
CNY,EUR,2018.07.31,0.1274692445,31
CNY,EUR,2018.08.31,0.1265947848,31
CNY,EUR,2018.09.30,0.1252333812,30
CNY,EUR,2018.10.31,0.1257520188,31
CNY,EUR,2018.11.30,0.1267985268,30
CNY,EUR,2018.12.31,0.1275560466,31
CNY,EUR,2019.01.31,0.1288527018,31
CNY,EUR,2019.02.28,0.1306725043,28
CNY,EUR,2019.03.31,0.131785458,31
CNY,EUR,2019.04.30,0.1325675523,30
CNY,EUR,2019.05.31,0.1305127711,31
CNY,EUR,2019.06.30,0.1283338776,30
CNY,EUR,2019.07.31,0.1295114873,31
CNY,EUR,2019.08.31,0.127390635,31
CNY,EUR,2019.09.30,0.1275578144,30
CNY,EUR,2019.10.31,0.127454427,31
CNY,EUR,2019.11.30,0.1288044062,30
CNY,EUR,2019.12.31,0.1283906978,31
CNY,EUR,2020.01.31,0.1300218776,31
CNY,EUR,2020.02.29,0.1309569165,29
CNY,EUR,2020.03.31,0.1286494263,31
CNY,EUR,2020.04.30,0.1300705524,30
CNY,EUR,2020.05.31,0.1289838476,31
CNY,EUR,2020.06.30,0.1254580573,30
CNY,EUR,2020.07.31,0.1246270335,31
CNY,EUR,2020.08.31,0.1219466787,31
CNY,EUR,2020.09.30,0.1244047088,30
CNY,EUR,2020.10.31,0.126306062,31
CNY,EUR,2020.11.30,0.1278740509,30
CNY,EUR,2020.12.31,0.1256724121,31
CNY,EUR,2021.01.31,0.1268488015,31
CNY,EUR,2021.02.28,0.1279134173,28
CNY,EUR,2021.03.31,0.1289853222,31
CNY,EUR,2021.04.30,0.1282023109,30
CNY,EUR,2021.05.31,0.1280523897,31
CNY,EUR,2021.06.30,0.1292394928,30
CNY,EUR,2021.07.31,0.1305661433,31
CNY,EUR,2021.08.31,0.1311272025,31
CNY,EUR,2021.09.30,0.1314728511,30
CNY,EUR,2021.10.31,0.134213546,31
CNY,EUR,2021.11.30,0.1371255159,30
CNY,EUR,2021.12.31,0.138865705,31
CNY,EUR,2022.01.31,0.1389306309,31
CNY,EUR,2022.02.28,0.1389736036,28
CNY,EUR,2022.03.31,0.1431609348,31
CNY,EUR,2022.04.30,0.143825977,30
CNY,EUR,2022.05.31,0.1413099255,31
CNY,EUR,2022.06.30,0.1412746387,30
CNY,EUR,2022.07.31,0.1456075735,31
CNY,EUR,2022.08.31,0.145353347,31
CNY,EUR,2022.09.30,0.1440330467,30
CNY,EUR,2022.10.31,0.1416270948,31
CNY,EUR,2022.11.30,0.1366485909,30
CNY,EUR,2022.12.31,0.1353373133,31
CAD,EUR,2010.01.31,0.6709773695,31
CAD,EUR,2010.02.28,0.6928799308,28
CAD,EUR,2010.03.31,0.7191397529,31
CAD,EUR,2010.04.30,0.7397636818,30
CAD,EUR,2010.05.31,0.7628544117,31
CAD,EUR,2010.06.30,0.7888615461,30
CAD,EUR,2010.07.31,0.7496997117,31
CAD,EUR,2010.08.31,0.745673278,31
CAD,EUR,2010.09.30,0.7413603307,30
CAD,EUR,2010.10.31,0.7069973112,31
CAD,EUR,2010.11.30,0.7224390767,30
CAD,EUR,2010.12.31,0.7501864843,31
CAD,EUR,2011.01.31,0.7533753134,31
CAD,EUR,2011.02.28,0.741616857,28
CAD,EUR,2011.03.31,0.7306710562,31
CAD,EUR,2011.04.30,0.7226064992,30
CAD,EUR,2011.05.31,0.7215582109,31
CAD,EUR,2011.06.30,0.7103984907,30
CAD,EUR,2011.07.31,0.7306919152,31
CAD,EUR,2011.08.31,0.7105238055,31
CAD,EUR,2011.09.30,0.7265614265,30
CAD,EUR,2011.10.31,0.7144342996,31
CAD,EUR,2011.11.30,0.7190952619,30
CAD,EUR,2011.12.31,0.7416533908,31
CAD,EUR,2012.01.31,0.7639997982,31
CAD,EUR,2012.02.29,0.7577577571,29
CAD,EUR,2012.03.31,0.7622275625,31
CAD,EUR,2012.04.30,0.7644869672,30
CAD,EUR,2012.05.31,0.7726751916,31
CAD,EUR,2012.06.30,0.7756288204,30
CAD,EUR,2012.07.31,0.801655148,31
CAD,EUR,2012.08.31,0.8122586689,31
CAD,EUR,2012.09.30,0.7942345871,30
CAD,EUR,2012.10.31,0.78150854,31
CAD,EUR,2012.11.30,0.7814888656,30
CAD,EUR,2012.12.31,0.7701945013,31
CAD,EUR,2013.01.31,0.7588596445,31
CAD,EUR,2013.02.28,0.7422568808,28
CAD,EUR,2013.03.31,0.7530089644,31
CAD,EUR,2013.04.30,0.7543941989,30
CAD,EUR,2013.05.31,0.7556363562,31
CAD,EUR,2013.06.30,0.7352563882,30
CAD,EUR,2013.07.31,0.7342843028,31
CAD,EUR,2013.08.31,0.7221545223,31
CAD,EUR,2013.09.30,0.7226536304,30
CAD,EUR,2013.10.31,0.7078172672,31
CAD,EUR,2013.11.30,0.7072347508,30
CAD,EUR,2013.12.31,0.6861381257,31
CAD,EUR,2014.01.31,0.6727335443,31
CAD,EUR,2014.02.28,0.6625714826,28
CAD,EUR,2014.03.31,0.6511627492,31
CAD,EUR,2014.04.30,0.6585403863,30
CAD,EUR,2014.05.31,0.6680234115,31
CAD,EUR,2014.06.30,0.6791864389,30
CAD,EUR,2014.07.31,0.6880804333,31
CAD,EUR,2014.08.31,0.6870597858,31
CAD,EUR,2014.09.30,0.7045447877,30
CAD,EUR,2014.10.31,0.7032668076,31
CAD,EUR,2014.11.30,0.7082531982,30
CAD,EUR,2014.12.31,0.7034979229,31
CAD,EUR,2015.01.31,0.7121243535,31
CAD,EUR,2015.02.28,0.7040181713,28
CAD,EUR,2015.03.31,0.7317852086,31
CAD,EUR,2015.04.30,0.7491338581,30
CAD,EUR,2015.05.31,0.7357984696,31
CAD,EUR,2015.06.30,0.7217423647,30
CAD,EUR,2015.07.31,0.7087236862,31
CAD,EUR,2015.08.31,0.6835926164,31
CAD,EUR,2015.09.30,0.6707273454,30
CAD,EUR,2015.10.31,0.6816965864,31
CAD,EUR,2015.11.30,0.7014381719,30
CAD,EUR,2015.12.31,0.6702346754,31
CAD,EUR,2016.01.31,0.6491324796,31
CAD,EUR,2016.02.29,0.6528016718,29
CAD,EUR,2016.03.31,0.6793551535,31
CAD,EUR,2016.04.30,0.6869856324,30
CAD,EUR,2016.05.31,0.6841480438,31
CAD,EUR,2016.06.30,0.68966259,30
CAD,EUR,2016.07.31,0.6936440351,31
CAD,EUR,2016.08.31,0.6868313943,31
CAD,EUR,2016.09.30,0.6816774134,30
CAD,EUR,2016.10.31,0.6839560719,31
CAD,EUR,2016.11.30,0.6883988562,30
CAD,EUR,2016.12.31,0.7109207801,31
CAD,EUR,2017.01.31,0.7118270738,31
CAD,EUR,2017.02.28,0.7171289821,28
CAD,EUR,2017.03.31,0.6988033939,31
CAD,EUR,2017.04.30,0.6957064454,30
CAD,EUR,2017.05.31,0.6654119821,31
CAD,EUR,2017.06.30,0.6685379969,30
CAD,EUR,2017.07.31,0.6827641748,31
CAD,EUR,2017.08.31,0.6713224442,31
CAD,EUR,2017.09.30,0.6825837757,30
CAD,EUR,2017.10.31,0.6760083146,31
CAD,EUR,2017.11.30,0.6679862205,30
CAD,EUR,2017.12.31,0.6616503107,31
CAD,EUR,2018.01.31,0.6597291772,31
CAD,EUR,2018.02.28,0.6446233156,28
CAD,EUR,2018.03.31,0.6275829,31
CAD,EUR,2018.04.30,0.6390568735,30
CAD,EUR,2018.05.31,0.6568537793,31
CAD,EUR,2018.06.30,0.6532276679,30
CAD,EUR,2018.07.31,0.6512797372,31
CAD,EUR,2018.08.31,0.6643170719,31
CAD,EUR,2018.09.30,0.6586581201,30
CAD,EUR,2018.10.31,0.6684771222,31
CAD,EUR,2018.11.30,0.66704978,30
CAD,EUR,2018.12.31,0.6541974407,31
CAD,EUR,2019.01.31,0.657600742,31
CAD,EUR,2019.02.28,0.6673580846,28
CAD,EUR,2019.03.31,0.662215512,31
CAD,EUR,2019.04.30,0.6653312746,30
CAD,EUR,2019.05.31,0.664285266,31
CAD,EUR,2019.06.30,0.6655749109,30
CAD,EUR,2019.07.31,0.6803127664,31
CAD,EUR,2019.08.31,0.6770739973,31
CAD,EUR,2019.09.30,0.6853577774,30
CAD,EUR,2019.10.31,0.6859972073,31
CAD,EUR,2019.11.30,0.6834408499,30
CAD,EUR,2019.12.31,0.6833205735,31
CAD,EUR,2020.01.31,0.6887689808,31
CAD,EUR,2020.02.29,0.6898135851,29
CAD,EUR,2020.03.31,0.6500213651,31
CAD,EUR,2020.04.30,0.654339214,30
CAD,EUR,2020.05.31,0.6550187974,31
CAD,EUR,2020.06.30,0.6553608042,30
CAD,EUR,2020.07.31,0.6468056987,31
CAD,EUR,2020.08.31,0.6381899041,31
CAD,EUR,2020.09.30,0.6419780162,30
CAD,EUR,2020.10.31,0.6433202509,31
CAD,EUR,2020.11.30,0.6454331008,30
CAD,EUR,2020.12.31,0.6415610966,31
CAD,EUR,2021.01.31,0.6456603358,31
CAD,EUR,2021.02.28,0.650996118,28
CAD,EUR,2021.03.31,0.6677764841,31
CAD,EUR,2021.04.30,0.6687255506,30
CAD,EUR,2021.05.31,0.678896462,31
CAD,EUR,2021.06.30,0.6791635846,30
CAD,EUR,2021.07.31,0.6760024794,31
CAD,EUR,2021.08.31,0.6743501262,31
CAD,EUR,2021.09.30,0.6702822308,30
CAD,EUR,2021.10.31,0.6923701521,31
CAD,EUR,2021.11.30,0.6973888356,30
CAD,EUR,2021.12.31,0.6908416674,31
CAD,EUR,2022.01.31,0.6992875122,31
CAD,EUR,2022.02.28,0.6926872996,28
CAD,EUR,2022.03.31,0.7177325767,31
CAD,EUR,2022.04.30,0.7314301489,30
CAD,EUR,2022.05.31,0.7362321872,31
CAD,EUR,2022.06.30,0.7382496337,30
CAD,EUR,2022.07.31,0.75790021,31
CAD,EUR,2022.08.31,0.7647637576,31
CAD,EUR,2022.09.30,0.7587637754,30
CAD,EUR,2022.10.31,0.7415511749,31
CAD,EUR,2022.11.30,0.7303580657,30
CAD,EUR,2022.12.31,0.6950731623,31
HKD,EUR,2010.01.31,0.0902660736,31
HKD,EUR,2010.02.28,0.0941755717,28
HKD,EUR,2010.03.31,0.094882476,31
HKD,EUR,2010.04.30,0.0958180289,30
HKD,EUR,2010.05.31,0.1019925708,31
HKD,EUR,2010.06.30,0.1051722715,30
HKD,EUR,2010.07.31,0.1007468379,31
HKD,EUR,2010.08.31,0.0997637568,31
HKD,EUR,2010.09.30,0.0987916664,30
HKD,EUR,2010.10.31,0.0927831797,31
HKD,EUR,2010.11.30,0.0943075643,30
HKD,EUR,2010.12.31,0.0973746589,31
HKD,EUR,2011.01.31,0.096255617,31
HKD,EUR,2011.02.28,0.0940260346,28
HKD,EUR,2011.03.31,0.0916149047,31
HKD,EUR,2011.04.30,0.0890287082,30
HKD,EUR,2011.05.31,0.0897979053,31
HKD,EUR,2011.06.30,0.0892670261,30
HKD,EUR,2011.07.31,0.0896758119,31
HKD,EUR,2011.08.31,0.0894509131,31
HKD,EUR,2011.09.30,0.0931174987,30
HKD,EUR,2011.10.31,0.0938175697,31
HKD,EUR,2011.11.30,0.0947134489,30
HKD,EUR,2011.12.31,0.0976115341,31
HKD,EUR,2012.01.31,0.0998836429,31
HKD,EUR,2012.02.29,0.097484548,29
HKD,EUR,2012.03.31,0.0975038989,31
HKD,EUR,2012.04.30,0.0978207846,30
HKD,EUR,2012.05.31,0.1004980343,31
HKD,EUR,2012.06.30,0.1027360962,30
HKD,EUR,2012.07.31,0.1048121632,31
HKD,EUR,2012.08.31,0.1040697193,31
HKD,EUR,2012.09.30,0.1002869367,30
HKD,EUR,2012.10.31,0.0994761636,31
HKD,EUR,2012.11.30,0.1005611081,30
HKD,EUR,2012.12.31,0.0984278142,31
HKD,EUR,2013.01.31,0.0970917341,31
HKD,EUR,2013.02.28,0.0964328198,28
HKD,EUR,2013.03.31,0.0993923803,31
HKD,EUR,2013.04.30,0.0989809846,30
HKD,EUR,2013.05.31,0.099260102,31
HKD,EUR,2013.06.30,0.0977992856,30
HKD,EUR,2013.07.31,0.0985447078,31
HKD,EUR,2013.08.31,0.0967922481,31
HKD,EUR,2013.09.30,0.0965927971,30
HKD,EUR,2013.10.31,0.0945582104,31
HKD,EUR,2013.11.30,0.0955976225,30
HKD,EUR,2013.12.31,0.0941566368,31
HKD,EUR,2014.01.31,0.0945969852,31
HKD,EUR,2014.02.28,0.0944428224,28
HKD,EUR,2014.03.31,0.0931946218,31
HKD,EUR,2014.04.30,0.0934086474,30
HKD,EUR,2014.05.31,0.0938848407,31
HKD,EUR,2014.06.30,0.0948521266,30
HKD,EUR,2014.07.31,0.095243691,31
HKD,EUR,2014.08.31,0.0968510124,31
HKD,EUR,2014.09.30,0.1000026232,30
HKD,EUR,2014.10.31,0.101720617,31
HKD,EUR,2014.11.30,0.1033895723,30
HKD,EUR,2014.12.31,0.1047263711,31
HKD,EUR,2015.01.31,0.1108161667,31
HKD,EUR,2015.02.28,0.1136377105,28
HKD,EUR,2015.03.31,0.1190021494,31
HKD,EUR,2015.04.30,0.1194949105,30
HKD,EUR,2015.05.31,0.1155404245,31
HKD,EUR,2015.06.30,0.115012843,30
HKD,EUR,2015.07.31,0.117252652,31
HKD,EUR,2015.08.31,0.1159002728,31
HKD,EUR,2015.09.30,0.1148154219,30
HKD,EUR,2015.10.31,0.11499478,31
HKD,EUR,2015.11.30,0.1201443943,30
HKD,EUR,2015.12.31,0.1184271963,31
HKD,EUR,2016.01.31,0.1183222488,31
HKD,EUR,2016.02.29,0.1157212376,29
HKD,EUR,2016.03.31,0.115829551,31
HKD,EUR,2016.04.30,0.1137109025,30
HKD,EUR,2016.05.31,0.1139575671,31
HKD,EUR,2016.06.30,0.1145688075,30
HKD,EUR,2016.07.31,0.1165080287,31
HKD,EUR,2016.08.31,0.1151109179,31
HKD,EUR,2016.09.30,0.1150445733,30
HKD,EUR,2016.10.31,0.116758156,31
HKD,EUR,2016.11.30,0.1194209957,30
HKD,EUR,2016.12.31,0.1223148879,31
HKD,EUR,2017.01.31,0.121374694,31
HKD,EUR,2017.02.28,0.1210113171,28
HKD,EUR,2017.03.31,0.1204414294,31
HKD,EUR,2017.04.30,0.1201547461,30
HKD,EUR,2017.05.31,0.1162301357,31
HKD,EUR,2017.06.30,0.1142609529,30
HKD,EUR,2017.07.31,0.1111516904,31
HKD,EUR,2017.08.31,0.1082038397,31
HKD,EUR,2017.09.30,0.1073782744,30
HKD,EUR,2017.10.31,0.1089739238,31
HKD,EUR,2017.11.30,0.1091788376,30
HKD,EUR,2017.12.31,0.1081225892,31
HKD,EUR,2018.01.31,0.1049546464,31
HKD,EUR,2018.02.28,0.1034862407,28
HKD,EUR,2018.03.31,0.103452524,31
HKD,EUR,2018.04.30,0.1037479643,30
HKD,EUR,2018.05.31,0.1076853946,31
HKD,EUR,2018.06.30,0.1091467703,30
HKD,EUR,2018.07.31,0.1089809052,31
HKD,EUR,2018.08.31,0.1103864315,31
HKD,EUR,2018.09.30,0.1094984986,30
HKD,EUR,2018.10.31,0.1109649547,31
HKD,EUR,2018.11.30,0.1123782374,30
HKD,EUR,2018.12.31,0.1124288276,31
HKD,EUR,2019.01.31,0.1116801005,31
HKD,EUR,2019.02.28,0.1122401166,28
HKD,EUR,2019.03.31,0.1126967482,31
HKD,EUR,2019.04.30,0.1134634214,30
HKD,EUR,2019.05.31,0.1138494038,31
HKD,EUR,2019.06.30,0.113105434,30
HKD,EUR,2019.07.31,0.1140444966,31
HKD,EUR,2019.08.31,0.1145225334,31
HKD,EUR,2019.09.30,0.115808687,30
HKD,EUR,2019.10.31,0.1153815027,31
HKD,EUR,2019.11.30,0.1155156498,30
HKD,EUR,2019.12.31,0.1153575294,31
HKD,EUR,2020.01.31,0.1158046237,31
HKD,EUR,2020.02.29,0.1178134148,29
HKD,EUR,2020.03.31,0.1163094923,31
HKD,EUR,2020.04.30,0.1186792381,30
HKD,EUR,2020.05.31,0.1180906405,31
HKD,EUR,2020.06.30,0.1146875698,30
HKD,EUR,2020.07.31,0.1127817962,31
HKD,EUR,2020.08.31,0.1091124697,31
HKD,EUR,2020.09.30,0.1094056302,30
HKD,EUR,2020.10.31,0.1096331521,31
HKD,EUR,2020.11.30,0.1089684775,30
HKD,EUR,2020.12.31,0.1060504502,31
HKD,EUR,2021.01.31,0.1059763876,31
HKD,EUR,2021.02.28,0.1066304091,28
HKD,EUR,2021.03.31,0.1081248892,31
HKD,EUR,2021.04.30,0.1076874742,30
HKD,EUR,2021.05.31,0.1060797847,31
HKD,EUR,2021.06.30,0.106951548,30
HKD,EUR,2021.07.31,0.1088275603,31
HKD,EUR,2021.08.31,0.1091431539,31
HKD,EUR,2021.09.30,0.1091294777,30
HKD,EUR,2021.10.31,0.1108213506,31
HKD,EUR,2021.11.30,0.1124976904,30
HKD,EUR,2021.12.31,0.1134261754,31
HKD,EUR,2022.01.31,0.1133227355,31
HKD,EUR,2022.02.28,0.1130623206,28
HKD,EUR,2022.03.31,0.116107489,31
HKD,EUR,2022.04.30,0.1177498897,30
HKD,EUR,2022.05.31,0.1205516906,31
HKD,EUR,2022.06.30,0.1204999463,30
HKD,EUR,2022.07.31,0.12486098,31
HKD,EUR,2022.08.31,0.1259148122,31
HKD,EUR,2022.09.30,0.1284453676,30
HKD,EUR,2022.10.31,0.1295700956,31
HKD,EUR,2022.11.30,0.125128365,30
HKD,EUR,2022.12.31,0.1212834497,31
SGD,EUR,2010.01.31,0.5012340016,31
SGD,EUR,2010.02.28,0.5178596183,28
SGD,EUR,2010.03.31,0.5260892489,31
SGD,EUR,2010.04.30,0.5377446593,30
SGD,EUR,2010.05.31,0.5697715971,31
SGD,EUR,2010.06.30,0.5859402622,30
SGD,EUR,2010.07.31,0.5683992263,31
SGD,EUR,2010.08.31,0.5717293826,31
SGD,EUR,2010.09.30,0.5741835747,30
SGD,EUR,2010.10.31,0.5522812869,31
SGD,EUR,2010.11.30,0.5633103125,30
SGD,EUR,2010.12.31,0.5791673554,31
SGD,EUR,2011.01.31,0.5818555399,31
SGD,EUR,2011.02.28,0.5738328701,28
SGD,EUR,2011.03.31,0.5628703241,31
SGD,EUR,2011.04.30,0.5549146254,30
SGD,EUR,2011.05.31,0.5639631368,31
SGD,EUR,2011.06.30,0.5631077249,30
SGD,EUR,2011.07.31,0.5740578788,31
SGD,EUR,2011.08.31,0.576689555,31
SGD,EUR,2011.09.30,0.5821784976,30
SGD,EUR,2011.10.31,0.570996868,31
SGD,EUR,2011.11.30,0.5720925485,30
SGD,EUR,2011.12.31,0.5862493711,31
SGD,EUR,2012.01.31,0.6057260005,31
SGD,EUR,2012.02.29,0.6029477927,29
SGD,EUR,2012.03.31,0.6016400641,31
SGD,EUR,2012.04.30,0.6068815297,30
SGD,EUR,2012.05.31,0.6182278813,31
SGD,EUR,2012.06.30,0.623292944,30
SGD,EUR,2012.07.31,0.6444986377,31
SGD,EUR,2012.08.31,0.6467308668,31
SGD,EUR,2012.09.30,0.6311867984,30
SGD,EUR,2012.10.31,0.6297230668,31
SGD,EUR,2012.11.30,0.6369326856,30
SGD,EUR,2012.12.31,0.6248883365,31
SGD,EUR,2013.01.31,0.6130036454,31
SGD,EUR,2013.02.28,0.6038650796,28
SGD,EUR,2013.03.31,0.6190112703,31
SGD,EUR,2013.04.30,0.6205086011,30
SGD,EUR,2013.05.31,0.617277929,31
SGD,EUR,2013.06.30,0.6020697757,30
SGD,EUR,2013.07.31,0.6030022378,31
SGD,EUR,2013.08.31,0.5902542338,31
SGD,EUR,2013.09.30,0.5927929906,30
SGD,EUR,2013.10.31,0.5896392251,31
SGD,EUR,2013.11.30,0.5941792118,30
SGD,EUR,2013.12.31,0.5797726688,31
SGD,EUR,2014.01.31,0.5769324163,31
SGD,EUR,2014.02.28,0.5783975885,28
SGD,EUR,2014.03.31,0.5706347666,31
SGD,EUR,2014.04.30,0.5772387611,30
SGD,EUR,2014.05.31,0.5814691663,31
SGD,EUR,2014.06.30,0.5876631306,30
SGD,EUR,2014.07.31,0.5939753484,31
SGD,EUR,2014.08.31,0.6012287837,31
SGD,EUR,2014.09.30,0.6136981566,30
SGD,EUR,2014.10.31,0.6188492039,31
SGD,EUR,2014.11.30,0.6189314724,30
SGD,EUR,2014.12.31,0.6168986391,31
SGD,EUR,2015.01.31,0.6429357289,31
SGD,EUR,2015.02.28,0.6502696189,28
SGD,EUR,2015.03.31,0.6704941822,31
SGD,EUR,2015.04.30,0.6859243842,30
SGD,EUR,2015.05.31,0.6717537521,31
SGD,EUR,2015.06.30,0.6625295932,30
SGD,EUR,2015.07.31,0.6681497201,31
SGD,EUR,2015.08.31,0.6435071082,31
SGD,EUR,2015.09.30,0.6286869681,30
SGD,EUR,2015.10.31,0.6356636877,31
SGD,EUR,2015.11.30,0.6585385534,30
SGD,EUR,2015.12.31,0.6521866116,31
SGD,EUR,2016.01.31,0.6430135975,31
SGD,EUR,2016.02.29,0.6407811992,29
SGD,EUR,2016.03.31,0.6545504307,31
SGD,EUR,2016.04.30,0.6530442138,30
SGD,EUR,2016.05.31,0.645998137,31
SGD,EUR,2016.06.30,0.6565844774,30
SGD,EUR,2016.07.31,0.6694664027,31
SGD,EUR,2016.08.31,0.6625212132,31
SGD,EUR,2016.09.30,0.6563675468,30
SGD,EUR,2016.10.31,0.6551322168,31
SGD,EUR,2016.11.30,0.6566671357,30
SGD,EUR,2016.12.31,0.6606652741,31
SGD,EUR,2017.01.31,0.6579688881,31
SGD,EUR,2017.02.28,0.663749489,28
SGD,EUR,2017.03.31,0.6657456621,31
SGD,EUR,2017.04.30,0.6680181282,30
SGD,EUR,2017.05.31,0.648921516,31
SGD,EUR,2017.06.30,0.6437844579,30
SGD,EUR,2017.07.31,0.6328485998,31
SGD,EUR,2017.08.31,0.6215269005,31
SGD,EUR,2017.09.30,0.6211368119,30
SGD,EUR,2017.10.31,0.6254497187,31
SGD,EUR,2017.11.30,0.628165482,30
SGD,EUR,2017.12.31,0.6271609658,31
SGD,EUR,2018.01.31,0.6204690181,31
SGD,EUR,2018.02.28,0.613176845,28
SGD,EUR,2018.03.31,0.6164452201,31
SGD,EUR,2018.04.30,0.6189301763,30
SGD,EUR,2018.05.31,0.6312603212,31
SGD,EUR,2018.06.30,0.6356180346,30
SGD,EUR,2018.07.31,0.6275311913,31
SGD,EUR,2018.08.31,0.6330658607,31
SGD,EUR,2018.09.30,0.6257710882,30
SGD,EUR,2018.10.31,0.6305538883,31
SGD,EUR,2018.11.30,0.639519948,30
SGD,EUR,2018.12.31,0.6411859515,31
SGD,EUR,2019.01.31,0.6450506307,31
SGD,EUR,2019.02.28,0.6504209428,28
SGD,EUR,2019.03.31,0.6524151443,31
SGD,EUR,2019.04.30,0.6564456726,30
SGD,EUR,2019.05.31,0.6520854213,31
SGD,EUR,2019.06.30,0.6495128183,30
SGD,EUR,2019.07.31,0.6546338,31
SGD,EUR,2019.08.31,0.6484894888,31
SGD,EUR,2019.09.30,0.6575823192,30
SGD,EUR,2019.10.31,0.6599576567,31
SGD,EUR,2019.11.30,0.6642354546,30
SGD,EUR,2019.12.31,0.6635062768,31
SGD,EUR,2020.01.31,0.6667319409,31
SGD,EUR,2020.02.29,0.6597261594,29
SGD,EUR,2020.03.31,0.6381453072,31
SGD,EUR,2020.04.30,0.6461034286,30
SGD,EUR,2020.05.31,0.6454318791,31
SGD,EUR,2020.06.30,0.6374427466,30
SGD,EUR,2020.07.31,0.6296867154,31
SGD,EUR,2020.08.31,0.6174012574,31
SGD,EUR,2020.09.30,0.6206143767,30
SGD,EUR,2020.10.31,0.624878442,31
SGD,EUR,2020.11.30,0.6268629056,30
SGD,EUR,2020.12.31,0.6168534374,31
SGD,EUR,2021.01.31,0.6197178463,31
SGD,EUR,2021.02.28,0.6225586182,28
SGD,EUR,2021.03.31,0.6254747743,31
SGD,EUR,2021.04.30,0.6264942676,30
SGD,EUR,2021.05.31,0.6195878842,31
SGD,EUR,2021.06.30,0.6225887397,30
SGD,EUR,2021.07.31,0.624283029,31
SGD,EUR,2021.08.31,0.6268881442,31
SGD,EUR,2021.09.30,0.6302003725,30
SGD,EUR,2021.10.31,0.6379355196,31
